SecSinceMidnight-MS,Temperature_DHT_C,Humidity_RH,Light_Level,Light_Percent,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Speed,GPS_Course,GPS_Sats,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135,Mic1,Mic2,Radiation_CPS,DateTime,GPS_DateTime,Temp_Diff,Humidity_Diff
50920-525,24.2,59.0,255,75.2,49.3526,8.1646,120.2,0.9,0,6,-4435.90967671709,-18510.487614442005,-2577.2178055115987,-2475.348014072797,-1866.5640948477728,2001.3977141960895,-3082.5002718321225,-23428.776755811756,381,2,2,0,2025-07-25 16:08:40,2025-07-25 14:08:40,-0.5841760856632945,1.907792980368825
50922-565,24.2,59.0,254,75.0,49.3526,8.1645,120.2,1.3,0,6,-4435.90967671709,-18589.592262366972,-2583.8260562949617,-2475.348014072797,-1866.5640948477728,2001.3977141960895,-3091.81296147512,-23537.243314866442,382,3,4,0,2025-07-25 16:08:42,2025-07-25 14:08:42,-0.5841760856632945,1.907792980368825
50924-615,24.2,59.0,255,75.1,49.3526,8.1645,120.1,0.4,0,6,-4435.90967671709,-18510.487614442005,-2583.8260562949617,-2467.9145365530585,-1874.2454285714261,2001.3977141960895,-3091.81296147512,-23428.776755811756,382,2,2,1,2025-07-25 16:08:44,2025-07-25 14:08:44,-0.5841760856632945,1.907792980368825
50926-673,24.2,59.0,255,75.2,49.3526,8.1645,120.2,1.5,0,6,-4435.90967671709,-18589.592262366972,-2583.8260562949617,-2475.348014072797,-1874.2454285714261,2007.083503156874,-3091.81296147512,-23483.0100353391,382,3,2,0,2025-07-25 16:08:46,2025-07-25 14:08:46,-0.5841760856632945,1.907792980368825
50928-845,24.2,59.0,254,75.2,49.3526,8.1645,120.1,1.0,0,6,-4414.685228503133,-18510.487614442005,-2577.2178055115987,-2467.9145365530585,-1874.2454285714261,2007.083503156874,-3082.5002718321225,-23428.776755811756,381,3,3,0,2025-07-25 16:08:48,2025-07-25 14:08:48,-0.5841760856632945,1.907792980368825
50930-918,24.2,59.0,255,75.1,49.3527,8.1645,120.2,1.4,0,6,-4435.90967671709,-18589.592262366972,-2583.8260562949617,-2475.348014072797,-1874.2454285714261,2001.3977141960895,-3082.5002718321225,-23483.0100353391,381,3,3,0,2025-07-25 16:08:50,2025-07-25 14:08:51,-0.5841760856632945,1.907792980368825
50932-003,24.2,59.0,254,75.1,49.3526,8.1645,120.1,0.5,0,6,-4435.90967671709,-18510.487614442005,-2583.8260562949617,-2482.781491592535,-1858.8827611241193,2001.3977141960895,-3091.81296147512,-23537.243314866442,382,2,2,0,2025-07-25 16:08:52,2025-07-25 14:08:53,-0.5841760856632945,1.907792980368825
50935-035,24.2,59.0,255,75.1,49.3526,8.1645,120.1,0.4,0,6,-4414.685228503133,-18589.592262366972,-2583.8260562949617,-2467.9145365530585,-1874.2454285714261,2001.3977141960895,-3091.81296147512,-23537.243314866442,382,3,2,0,2025-07-25 16:08:55,2025-07-25 14:08:55,-0.5841760856632945,1.907792980368825
50937-085,24.2,59.0,255,75.0,49.3526,8.1645,120.0,1.1,0,6,-4435.90967671709,-18510.487614442005,-2577.2178055115987,-2475.348014072797,-1874.2454285714261,2001.3977141960895,-3091.81296147512,-23428.776755811756,382,3,2,1,2025-07-25 16:08:57,2025-07-25 14:08:57,-0.5841760856632945,1.907792980368825
50939-144,24.2,59.0,255,75.2,49.3526,8.1645,120.0,0.6,0,6,-4414.685228503133,-18510.487614442005,-2597.042557861688,-2467.9145365530585,-1874.2454285714261,2001.3977141960895,-3101.1256511181177,-23483.0100353391,381,2,2,0,2025-07-25 16:08:59,2025-07-25 14:08:59,-0.5841760856632945,1.907792980368825
50941-314,24.2,59.0,255,75.1,49.3526,8.1645,119.9,0.6,0,6,-4435.90967671709,-18510.487614442005,-2577.2178055115987,-2467.9145365530585,-1866.5640948477728,2001.3977141960895,-3082.5002718321225,-23428.776755811756,382,2,3,0,2025-07-25 16:09:01,2025-07-25 14:09:01,-0.5841760856632945,1.907792980368825
50943-346,24.2,59.0,255,75.1,49.3526,8.1645,119.7,1.7,0,6,-4435.90967671709,-18431.38296651704,-2583.8260562949617,-2475.348014072797,-1874.2454285714261,2001.3977141960895,-3091.81296147512,-23483.0100353391,381,3,2,0,2025-07-25 16:09:03,2025-07-25 14:09:03,-0.5841760856632945,1.907792980368825
50945-422,24.2,59.0,255,75.2,49.3526,8.1645,119.8,1.5,0,6,-4414.685228503133,-18589.592262366972,-2577.2178055115987,-2467.9145365530585,-1874.2454285714261,1995.7119252353052,-3082.5002718321225,-23428.776755811756,381,3,2,0,2025-07-25 16:09:05,2025-07-25 14:09:05,-0.5841760856632945,1.907792980368825
50947-462,24.2,59.0,255,75.0,49.3526,8.1645,119.9,2.2,0,6,-4414.685228503133,-18431.38296651704,-2577.2178055115987,-2467.9145365530585,-1866.5640948477728,2001.3977141960895,-3082.5002718321225,-23428.776755811756,382,3,2,0,2025-07-25 16:09:07,2025-07-25 14:09:07,-0.5841760856632945,1.907792980368825
50949-513,24.2,59.0,256,75.0,49.3526,8.1645,120.0,1.4,0,6,-4414.685228503133,-18352.278318592074,-2577.2178055115987,-2467.9145365530585,-1874.2454285714261,1990.0261362745207,-3082.5002718321225,-23428.776755811756,381,2,1,0,2025-07-25 16:09:09,2025-07-25 14:09:09,-0.5841760856632945,1.907792980368825
50951-573,24.2,59.0,255,75.1,49.3526,8.1645,120.2,1.3,0,6,-4393.460780289176,-18431.38296651704,-2577.2178055115987,-2475.348014072797,-1874.2454285714261,1995.7119252353052,-3082.5002718321225,-23428.776755811756,381,2,3,0,2025-07-25 16:09:11,2025-07-25 14:09:11,-0.5841760856632945,1.907792980368825
50953-745,24.2,59.0,256,75.1,49.3526,8.1645,120.3,0.1,0,6,-4435.90967671709,-18352.278318592074,-2583.8260562949617,-2467.9145365530585,-1874.2454285714261,2001.3977141960895,-3082.5002718321225,-23374.543476284412,380,3,3,0,2025-07-25 16:09:13,2025-07-25 14:09:13,-0.5841760856632945,1.907792980368825
50955-817,24.2,59.0,255,75.1,49.3526,8.1645,120.4,0.1,0,5,-4393.460780289176,-18431.38296651704,-2583.8260562949617,-2475.348014072797,-1874.2454285714261,2001.3977141960895,-3091.81296147512,-23428.776755811756,381,3,2,0,2025-07-25 16:09:15,2025-07-25 14:09:16,-0.5841760856632945,1.907792980368825
50957-903,24.2,59.0,256,75.0,49.3526,8.1645,120.6,1.6,0,5,-4414.685228503133,-18352.278318592074,-2583.8260562949617,-2475.348014072797,-1866.5640948477728,1995.7119252353052,-3091.81296147512,-23428.776755811756,381,3,3,0,2025-07-25 16:09:17,2025-07-25 14:09:18,-0.5841760856632945,1.907792980368825
50959-937,24.2,59.0,255,75.1,49.3526,8.1645,120.9,1.1,0,6,-4414.685228503133,-18431.38296651704,-2577.2178055115987,-2467.9145365530585,-1866.5640948477728,1995.7119252353052,-3091.81296147512,-23428.776755811756,381,2,3,0,2025-07-25 16:09:19,2025-07-25 14:09:20,-0.5841760856632945,1.907792980368825
50961-987,24.2,59.0,257,74.9,49.3526,8.1645,120.7,1.2,0,5,-4393.460780289176,-18431.38296651704,-2577.2178055115987,-2475.348014072797,-1866.5640948477728,2001.3977141960895,-3091.81296147512,-23428.776755811756,382,3,2,0,2025-07-25 16:09:21,2025-07-25 14:09:22,-0.5841760856632945,1.907792980368825
50963-043,24.2,59.0,256,75.1,49.3526,8.1645,120.7,1.3,0,5,-4393.460780289176,-18431.38296651704,-2570.6095547282357,-2475.348014072797,-1874.2454285714261,2001.3977141960895,-3082.5002718321225,-23428.776755811756,381,3,3,0,2025-07-25 16:09:23,2025-07-25 14:09:24,-0.5841760856632945,1.907792980368825
50966-216,24.2,59.0,256,75.1,49.3526,8.1645,120.7,2.1,0,6,-4393.460780289176,-18431.38296651704,-2577.2178055115987,-2475.348014072797,-1866.5640948477728,1995.7119252353052,-3082.5002718321225,-23428.776755811756,381,2,3,0,2025-07-25 16:09:26,2025-07-25 14:09:26,-0.5841760856632945,1.907792980368825
50968-268,24.2,59.0,255,75.0,49.3526,8.1645,120.8,1.2,0,6,-4393.460780289176,-18510.487614442005,-2577.2178055115987,-2475.348014072797,-1866.5640948477728,1995.7119252353052,-3082.5002718321225,-23374.543476284412,380,2,2,0,2025-07-25 16:09:28,2025-07-25 14:09:28,-0.5841760856632945,1.907792980368825
50970-327,24.2,59.0,255,75.0,49.3526,8.1645,120.7,1.5,0,5,-4393.460780289176,-18431.38296651704,-2577.2178055115987,-2467.9145365530585,-1866.5640948477728,1990.0261362745207,-3091.81296147512,-23428.776755811756,380,2,3,0,2025-07-25 16:09:30,2025-07-25 14:09:30,-0.5841760856632945,1.907792980368825
50972-368,24.2,59.0,256,75.1,49.3526,8.1645,120.8,0.5,0,5,-4393.460780289176,-18352.278318592074,-2577.2178055115987,-2467.9145365530585,-1866.5640948477728,1995.7119252353052,-3073.1875821891254,-23374.543476284412,380,2,2,0,2025-07-25 16:09:32,2025-07-25 14:09:32,-0.5841760856632945,1.907792980368825
50974-417,24.2,59.0,257,75.0,49.3526,8.1645,120.8,0.7,0,6,-4393.460780289176,-18431.38296651704,-2577.2178055115987,-2475.348014072797,-1874.2454285714261,2001.3977141960895,-3082.5002718321225,-23374.543476284412,380,3,2,0,2025-07-25 16:09:34,2025-07-25 14:09:34,-0.5841760856632945,1.907792980368825
50976-475,24.2,59.0,257,74.9,49.3526,8.1645,120.8,1.9,0,5,-4414.685228503133,-18273.17367066711,-2577.2178055115987,-2467.9145365530585,-1866.5640948477728,1995.7119252353052,-3082.5002718321225,-23374.543476284412,380,2,2,0,2025-07-25 16:09:36,2025-07-25 14:09:36,-0.5841760856632945,1.907792980368825
50978-646,24.2,59.0,256,75.0,49.3526,8.1646,120.8,2.4,0,5,-4393.460780289176,-18431.38296651704,-2583.8260562949617,-2467.9145365530585,-1866.5640948477728,1995.7119252353052,-3091.81296147512,-23428.776755811756,380,2,2,0,2025-07-25 16:09:38,2025-07-25 14:09:38,-0.5841760856632945,1.907792980368825
50980-699,24.2,59.0,256,74.9,49.3526,8.1646,120.7,3.0,0,5,-4393.460780289176,-18431.38296651704,-2577.2178055115987,-2467.9145365530585,-1874.2454285714261,2001.3977141960895,-3082.5002718321225,-23428.776755811756,380,2,2,0,2025-07-25 16:09:40,2025-07-25 14:09:40,-0.5841760856632945,1.907792980368825
50982-877,24.2,59.0,257,75.0,49.3526,8.1646,120.7,2.1,90,5,-4393.460780289176,-18431.38296651704,-2570.6095547282357,-2475.348014072797,-1866.5640948477728,2001.3977141960895,-3082.5002718321225,-23428.776755811756,381,2,2,0,2025-07-25 16:09:42,2025-07-25 14:09:43,-0.5841760856632945,1.907792980368825
50984-858,24.2,59.0,256,75.0,49.3526,8.1646,120.7,1.0,0,6,-4393.460780289176,-18431.38296651704,-2577.2178055115987,-2467.9145365530585,-1874.2454285714261,1995.7119252353052,-3082.5002718321225,-23428.776755811756,380,2,2,0,2025-07-25 16:09:44,2025-07-25 14:09:45,-0.5841760856632945,1.907792980368825
50986-908,24.2,59.0,256,75.0,49.3526,8.1646,120.6,0.9,0,6,-4393.460780289176,-18431.38296651704,-2577.2178055115987,-2475.348014072797,-1866.5640948477728,1995.7119252353052,-3082.5002718321225,-23428.776755811756,379,3,2,0,2025-07-25 16:09:46,2025-07-25 14:09:47,-0.5841760856632945,1.907792980368825
50988-966,24.2,59.0,257,74.9,49.3526,8.1646,120.5,0.5,0,5,-4372.236332075218,-18510.487614442005,-2583.8260562949617,-2475.348014072797,-1866.5640948477728,2001.3977141960895,-3091.81296147512,-23428.776755811756,380,2,2,0,2025-07-25 16:09:48,2025-07-25 14:09:49,-0.5841760856632945,1.907792980368825
50990-137,24.2,59.0,256,75.0,49.3526,8.1646,120.3,0.4,0,5,-4393.460780289176,-18431.38296651704,-2577.2178055115987,-2475.348014072797,-1866.5640948477728,2001.3977141960895,-3091.81296147512,-23428.776755811756,380,2,2,0,2025-07-25 16:09:50,2025-07-25 14:09:51,-0.5841760856632945,1.907792980368825
50993-189,24.2,59.0,257,74.8,49.3526,8.1646,120.2,0.9,0,6,-4393.460780289176,-18510.487614442005,-2583.8260562949617,-2467.9145365530585,-1874.2454285714261,2001.3977141960895,-3091.81296147512,-23374.543476284412,381,2,3,0,2025-07-25 16:09:53,2025-07-25 14:09:53,-0.5841760856632945,1.907792980368825
50995-246,24.2,59.0,257,75.0,49.3526,8.1646,120.1,0.4,0,6,-4393.460780289176,-18510.487614442005,-2583.8260562949617,-2475.348014072797,-1874.2454285714261,1995.7119252353052,-3082.5002718321225,-23374.543476284412,380,2,2,0,2025-07-25 16:09:55,2025-07-25 14:09:55,-0.5841760856632945,1.907792980368825
50997-287,24.2,59.0,256,74.8,49.3526,8.1646,120.1,1.1,0,5,-4414.685228503133,-18510.487614442005,-2577.2178055115987,-2467.9145365530585,-1866.5640948477728,1995.7119252353052,-3091.81296147512,-23428.776755811756,380,2,2,0,2025-07-25 16:09:57,2025-07-25 14:09:57,-0.5841760856632945,1.907792980368825
50999-336,24.2,59.0,257,74.9,49.3526,8.1646,120.1,1.0,0,5,-4372.236332075218,-18510.487614442005,-2577.2178055115987,-2467.9145365530585,-1866.5640948477728,2001.3977141960895,-3082.5002718321225,-23374.543476284412,380,3,2,1,2025-07-25 16:09:59,2025-07-25 14:09:59,-0.5841760856632945,1.907792980368825
51001-395,24.3,59.0,258,74.8,49.3526,8.1646,120.1,1.0,0,4,-3714.4894906523546,-15435.288095416834,-2213.799418353521,-2134.5918113993225,-1609.59766585631,1703.4603018340429,-2642.075377290542,-19620.09435646789,380,2,2,0,2025-07-25 16:10:01,2025-07-25 14:10:01,-0.48417608566329307,1.907792980368825
51003-567,24.3,59.0,257,74.9,49.3526,8.1646,120.1,1.0,0,4,-3696.631368101141,-15568.350923825597,-2208.1230095885126,-2128.1816257795044,-1603.000954110997,1708.3134650871316,-2650.0574781282776,-19620.09435646789,380,2,2,1,2025-07-25 16:10:03,2025-07-25 14:10:03,-0.48417608566329307,1.907792980368825
51004-743,24.3,59.0,257,74.8,49.3526,8.1646,120.1,1.0,0,4,-3696.631368101141,-15634.88233802998,-2219.47582711853,-2134.5918113993225,-1609.59766585631,1713.1666283402199,-2642.075377290542,-19665.616617155752,381,2,2,1,2025-07-25 16:10:04,2025-07-25 14:10:06,-0.48417608566329307,1.907792980368825
51006-780,24.3,59.0,258,74.8,49.3526,8.1646,120.1,1.0,0,4,-3696.631368101141,-15634.88233802998,-2213.799418353521,-2134.5918113993225,-1603.000954110997,1708.3134650871316,-2642.075377290542,-19665.616617155752,381,3,2,0,2025-07-25 16:10:06,2025-07-25 14:10:08,-0.48417608566329307,1.907792980368825
51008-759,24.3,59.0,257,74.8,49.3526,8.1646,120.1,1.0,0,4,-3696.631368101141,-15634.88233802998,-2213.799418353521,-2128.1816257795044,-1603.000954110997,1713.1666283402199,-2642.075377290542,-19665.616617155752,380,2,3,0,2025-07-25 16:10:08,2025-07-25 14:10:10,-0.48417608566329307,1.907792980368825
51010-812,24.3,59.0,258,74.7,49.3526,8.1646,120.1,1.0,0,4,-3678.773245549928,-15568.350923825597,-2213.799418353521,-2134.5918113993225,-1609.59766585631,1703.4603018340429,-2634.093276452806,-19620.09435646789,380,2,1,0,2025-07-25 16:10:10,2025-07-25 14:10:12,-0.48417608566329307,1.907792980368825
51012-870,24.3,59.0,257,74.8,49.3526,8.1646,120.1,1.0,0,5,-3696.631368101141,-15634.88233802998,-2213.799418353521,-2134.5918113993225,-1603.000954110997,1708.3134650871316,-2642.075377290542,-19665.616617155752,380,2,2,0,2025-07-25 16:10:12,2025-07-25 14:10:14,-0.48417608566329307,1.907792980368825
51014-041,24.3,59.0,258,74.6,49.3526,8.1646,120.1,1.0,0,4,-3696.631368101141,-15634.88233802998,-2213.799418353521,-2134.5918113993225,-1596.4042423656845,1708.3134650871316,-2642.075377290542,-19620.09435646789,380,3,2,0,2025-07-25 16:10:14,2025-07-25 14:10:16,-0.48417608566329307,1.907792980368825
51016-092,24.3,59.0,257,74.8,49.3526,8.1646,119.7,0.8,0,5,-3696.631368101141,-15634.88233802998,-2219.47582711853,-2128.1816257795044,-1603.000954110997,1708.3134650871316,-2642.075377290542,-19620.09435646789,380,2,2,0,2025-07-25 16:10:16,2025-07-25 14:10:18,-0.48417608566329307,1.907792980368825
51018-178,24.3,59.0,258,74.8,49.3526,8.1646,119.2,0.1,0,6,-3696.631368101141,-15568.350923825597,-2213.799418353521,-2128.1816257795044,-1603.000954110997,1703.4603018340429,-2642.075377290542,-19574.572095780033,379,3,2,0,2025-07-25 16:10:18,2025-07-25 14:10:20,-0.48417608566329307,1.907792980368825
51020-189,24.3,59.0,259,74.7,49.3526,8.1646,118.5,0.5,0,6,-3696.631368101141,-15568.350923825597,-2208.1230095885126,-2128.1816257795044,-1603.000954110997,1708.3134650871316,-2642.075377290542,-19620.09435646789,380,3,2,1,2025-07-25 16:10:20,2025-07-25 14:10:22,-0.48417608566329307,1.907792980368825
51022-239,24.3,59.0,258,74.8,49.3526,8.1646,117.8,1.1,0,5,-3696.631368101141,-15568.350923825597,-2208.1230095885126,-2128.1816257795044,-1603.000954110997,1703.4603018340429,-2642.075377290542,-19620.09435646789,379,3,3,0,2025-07-25 16:10:22,2025-07-25 14:10:24,-0.48417608566329307,1.907792980368825
51024-297,24.3,59.0,260,74.7,49.3526,8.1646,117.5,2.0,0,5,-3678.773245549928,-15501.819509621215,-2219.47582711853,-2134.5918113993225,-1603.000954110997,1708.3134650871316,-2642.075377290542,-19620.09435646789,378,2,3,0,2025-07-25 16:10:24,2025-07-25 14:10:26,-0.48417608566329307,1.907792980368825
51027-468,24.3,59.0,259,74.7,49.3526,8.1646,116.7,1.1,0,5,-3678.773245549928,-15568.350923825597,-2213.799418353521,-2128.1816257795044,-1596.4042423656845,1708.3134650871316,-2642.075377290542,-19620.09435646789,380,2,4,0,2025-07-25 16:10:27,2025-07-25 14:10:28,-0.48417608566329307,1.907792980368825
51029-519,24.3,59.0,258,74.7,49.3526,8.1646,115.7,0.4,0,5,-3678.773245549928,-15634.88233802998,-2213.799418353521,-2128.1816257795044,-1609.59766585631,1703.4603018340429,-2642.075377290542,-19574.572095780033,380,3,3,0,2025-07-25 16:10:29,2025-07-25 14:10:30,-0.48417608566329307,1.907792980368825
51031-664,24.3,59.0,259,74.8,49.3526,8.1646,114.8,0.8,0,5,-3696.631368101141,-15568.350923825597,-2219.47582711853,-2134.5918113993225,-1609.59766585631,1703.4603018340429,-2642.075377290542,-19665.616617155752,381,3,2,0,2025-07-25 16:10:31,2025-07-25 14:10:32,-0.48417608566329307,1.907792980368825
51034-661,24.3,59.0,260,74.7,49.3526,8.1646,114.0,0.5,0,5,-3678.773245549928,-15568.350923825597,-2219.47582711853,-2128.1816257795044,-1603.000954110997,1708.3134650871316,-2642.075377290542,-19574.572095780033,379,3,2,0,2025-07-25 16:10:34,2025-07-25 14:10:35,-0.48417608566329307,1.907792980368825
51036-710,24.3,59.0,260,74.7,49.3526,8.1646,112.6,0.7,0,5,-3678.773245549928,-15501.819509621215,-2219.47582711853,-2134.5918113993225,-1603.000954110997,1708.3134650871316,-2642.075377290542,-19620.09435646789,380,2,3,0,2025-07-25 16:10:36,2025-07-25 14:10:37,-0.48417608566329307,1.907792980368825
51038-820,24.3,59.0,259,74.7,49.3526,8.1646,112.0,0.5,0,6,-3678.773245549928,-15568.350923825597,-2213.799418353521,-2121.771440159687,-1603.000954110997,1703.4603018340429,-2642.075377290542,-19574.572095780033,379,3,2,0,2025-07-25 16:10:38,2025-07-25 14:10:39,-0.48417608566329307,1.907792980368825
51040-941,24.3,59.0,259,74.6,49.3526,8.1646,111.5,1.2,0,6,-3678.773245549928,-15501.819509621215,-2208.1230095885126,-2128.1816257795044,-1603.000954110997,1703.4603018340429,-2634.093276452806,-19574.572095780033,379,2,3,0,2025-07-25 16:10:40,2025-07-25 14:10:41,-0.48417608566329307,1.907792980368825
51042-919,24.3,59.0,259,74.8,49.3526,8.1646,111.4,0.5,0,6,-3678.773245549928,-15501.819509621215,-2208.1230095885126,-2128.1816257795044,-1603.000954110997,1708.3134650871316,-2642.075377290542,-19574.572095780033,379,2,2,0,2025-07-25 16:10:42,2025-07-25 14:10:43,-0.48417608566329307,1.907792980368825
51044-918,24.3,59.0,259,74.6,49.3526,8.1646,111.4,2.0,0,6,-3678.773245549928,-15501.819509621215,-2208.1230095885126,-2128.1816257795044,-1603.000954110997,1703.4603018340429,-2634.093276452806,-19529.04983509217,378,3,2,0,2025-07-25 16:10:44,2025-07-25 14:10:45,-0.48417608566329307,1.907792980368825
