# Umweltkontrollsystem Log
# Start: 2025-07-15 17:24:55
# ===== SENSOR-KONFIGURATION =====
# TEMPERATURSENSOR:
#   DHT11: Pin 22 (Digital) - Temp + Luftfeuchtigkeit, 0.5Hz [Temperature_DHT_C, Humidity_RH]
#   DS18B20: Pin 8 (OneWire) - 4.7K Pull-up zu 5V erforderlich
# GPS-MODUL:
#   RX: Pin 19, TX: Pin 18 (Serial1, 9600 Baud), 200Hz [GPS_Lat, GPS_Lon, GPS_Alt, GPS_Speed, GPS_Course, GPS_Sats, GPS_DateTime]
# GAS-SENSOREN (MQ-Serie, 0.5Hz):
#   MQ2 (Methan,Butan,LPG,Rauch): A0 [MQ2]
#   MQ3 (Alkohol,Ethanol): A1 [MQ3]
#   MQ4 (Methan,CNG): A2 [MQ4]
#   MQ5 (Erdgas,LPG): A3 [MQ5]
#   MQ6 (LPG,Butan): A4 [MQ6]
#   MQ7 (Kohlenmonoxid CO): A5 [MQ7]
#   MQ8 (Wasserstoff H2): A6 [MQ8]
#   MQ9 (CO,entflammbare Gase): A7 [MQ9]
#   MQ135 (Luftqualitaet CO2,NH3,NOx): A8 [MQ135]
# MIKROFONE (100kHz Burst):
#   Mikrofon Klein: A9, Mikrofon Gross: A10 [Mic1, Mic2]
# RADIOAKTIVITAET:
#   Geigerzaehler: Pin 29 (Digital), 200Hz Polling [Radiation_CPS]
# LICHTSENSOR:
#   LDR: Pin A11, 0.5Hz (0-1023 = Dunkel-Hell) [Light_Level, Light_Percent]
# ZEIT/TIMESTAMP:
#   Sekunden seit Mitternacht + Millisekunden [SecSinceMidnight-MS, DateTime]
# SD-KARTE:
#   CS: Pin 10, MOSI: 51, MISO: 50, SCK: 52 (SPI)
# RTC (Real-Time Clock):
#   SDA: Pin 20, SCL: Pin 21 (I2C)
# SYSTEM: Arduino Mega 2560, 5V Versorgung
# ABTASTRATEN: GPS/Radiation=200Hz, Sensoren=0.5Hz, Mikro=100kHz
# ===================================
SecSinceMidnight-MS,Temperature_DHT_C,Humidity_RH,Light_Level,Light_Percent,GPS_Lat,GPS_Lon,GPS_Alt,GPS_Speed,GPS_Course,GPS_Sats,MQ2,MQ3,MQ4,MQ5,MQ6,MQ7,MQ8,MQ9,MQ135,Mic1,Mic2,Radiation_CPS,DateTime,GPS_DateTime
62875-850,19.3,53.0,39,96.2,49.2703,7.8265,602.4,0.0, 0,11,91,156,283,240,159,297,232,237,157,2,3,0,2025-07-15 19:27:55 MESZ,2025-07-15 17:27:56 UTC
62877-111,19.3,53.0,39,96.3,49.2703,7.8265,602.9,0.1, 0,11,92,157,284,240,159,297,231,237,157,3,2,0,2025-07-15 19:27:57 MESZ,2025-07-15 17:27:58 UTC
62879-076,19.3,53.0,38,96.2,49.2703,7.8265,603.4,0.0, 0,11,91,157,283,239,158,297,231,237,157,2,3,0,2025-07-15 19:27:59 MESZ,2025-07-15 17:28:00 UTC
62881-162,19.3,53.0,39,96.3,49.2703,7.8265,604.0,0.0, 0,11,92,157,283,239,160,297,231,237,156,2,3,0,2025-07-15 19:28:01 MESZ,2025-07-15 17:28:02 UTC
62883-230,19.3,53.0,38,96.3,49.2703,7.8265,605.0,0.0, 0,11,92,157,283,239,159,297,231,237,157,3,3,0,2025-07-15 19:28:03 MESZ,2025-07-15 17:28:04 UTC
62885-223,19.4,53.0,39,96.3,49.2703,7.8265,605.8,0.0, 0,11,92,158,283,240,159,296,231,237,157,3,3,0,2025-07-15 19:28:05 MESZ,2025-07-15 17:28:06 UTC
62887-281,19.4,53.0,38,96.2,49.2703,7.8265,606.4,0.0, 0,11,91,157,281,238,158,297,230,237,156,3,3,0,2025-07-15 19:28:07 MESZ,2025-07-15 17:28:08 UTC
62889-511,19.4,53.0,39,96.3,49.2703,7.8265,606.9,0.0, 0,11,91,158,282,239,158,296,230,236,156,3,2,0,2025-07-15 19:28:09 MESZ,2025-07-15 17:28:10 UTC
62891-503,19.4,53.0,38,96.3,49.2703,7.8265,607.2,0.0, 0,11,92,157,282,239,158,296,230,236,155,3,3,1,2025-07-15 19:28:11 MESZ,2025-07-15 17:28:12 UTC
62894-584,19.4,52.0,37,96.3,49.2703,7.8265,607.3,0.0, 0,11,93,157,284,240,160,295,232,238,157,3,3,0,2025-07-15 19:28:14 MESZ,2025-07-15 17:28:14 UTC
62896-784,19.4,52.0,38,96.3,49.2703,7.8265,607.5,0.1, 0,11,91,158,281,239,159,297,230,236,155,3,2,0,2025-07-15 19:28:16 MESZ,2025-07-15 17:28:17 UTC
